Базовая,Фото,Название,Артикул,Активность,Магазин,Группа,Количество,Торговое предложение,XML ID,Габариты,Артикул,Количество,Внешний ID,Активность,Закупочная цена,Закупочная цена торгового предложения,Внешний ID,Ссылка в магазине,Производитель,Вес,XML ID
27500,https://lubanikishina.com/upload/iblock/993/vj9ukrdrty5ndh7taj71pq2zblwnr1bk.png,Брюки KEN,TR/KEN/wblack,1,Интернет магазин,Брюки,8,Брюки KEN (40),77c5d98e-b673-11f0-a138-005056b6f117#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/KEN/wblack,1,2962,1,0,0,2961,https://lubanikishina.com/catalog/bryuki/bryuki_ken_1/,,—,77c5d98e-b673-11f0-a138-005056b6f117#f72cc218-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc217-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc219-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc21a-e140-11ee-8e0e-005056b6c1cd
27500,https://lubanikishina.com/upload/iblock/993/vj9ukrdrty5ndh7taj71pq2zblwnr1bk.png,Брюки KEN,TR/KEN/wblack,1,Интернет магазин,Брюки,8,Брюки KEN (44),77c5d98e-b673-11f0-a138-005056b6f117#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/KEN/wblack,3,2964,1,0,0,2961,https://lubanikishina.com/catalog/bryuki/bryuki_ken_1/,,—,77c5d98e-b673-11f0-a138-005056b6f117#f72cc218-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc217-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc219-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc21a-e140-11ee-8e0e-005056b6c1cd
27500,https://lubanikishina.com/upload/iblock/993/vj9ukrdrty5ndh7taj71pq2zblwnr1bk.png,Брюки KEN,TR/KEN/wblack,1,Интернет магазин,Брюки,8,Брюки KEN (46),77c5d98e-b673-11f0-a138-005056b6f117#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,TR/KEN/wblack,3,2965,1,0,0,2961,https://lubanikishina.com/catalog/bryuki/bryuki_ken_1/,,—,77c5d98e-b673-11f0-a138-005056b6f117#f72cc218-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc217-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc219-e140-11ee-8e0e-005056b6c1cd; 77c5d98e-b673-11f0-a138-005056b6f117#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/9ee/cezl6cnh5eapt9qniag2ve5vo30m5pb4.jpg,Брюки OCEAN,TR/OCEAN/white,1,Интернет магазин,Брюки,3,Брюки OCEAN (40),fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/white,2,1600,1,0,0,1570,https://lubanikishina.com/catalog/bryuki/bryuki_ocean_1/,,—,fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/9ee/cezl6cnh5eapt9qniag2ve5vo30m5pb4.jpg,Брюки OCEAN,TR/OCEAN/white,1,Интернет магазин,Брюки,3,Брюки OCEAN (42),fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/white,1,1601,1,0,0,1570,https://lubanikishina.com/catalog/bryuki/bryuki_ocean_1/,,—,fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/9ee/cezl6cnh5eapt9qniag2ve5vo30m5pb4.jpg,Брюки OCEAN,TR/OCEAN/white,1,Интернет магазин,Брюки,3,Брюки OCEAN (44),fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/white,0,1602,1,0,0,1570,https://lubanikishina.com/catalog/bryuki/bryuki_ocean_1/,,—,fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/9ee/cezl6cnh5eapt9qniag2ve5vo30m5pb4.jpg,Брюки OCEAN,TR/OCEAN/white,1,Интернет магазин,Брюки,3,Брюки OCEAN (46),fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/white,0,1958,1,0,0,1570,https://lubanikishina.com/catalog/bryuki/bryuki_ocean_1/,,—,fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; fecff030-24a3-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/e1c/trratyzj7fzb26gbp56we8nz6zpftrj2.jpg,Брюки OCEAN,TR/OCEAN/moss,1,Интернет магазин,Брюки,3,Брюки OCEAN (40),cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/moss,1,1596,1,0,0,1568,https://lubanikishina.com/catalog/bryuki/bryuki_ocean/,,—,cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/e1c/trratyzj7fzb26gbp56we8nz6zpftrj2.jpg,Брюки OCEAN,TR/OCEAN/moss,1,Интернет магазин,Брюки,3,Брюки OCEAN (42),cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/moss,0,1597,1,0,0,1568,https://lubanikishina.com/catalog/bryuki/bryuki_ocean/,,—,cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/e1c/trratyzj7fzb26gbp56we8nz6zpftrj2.jpg,Брюки OCEAN,TR/OCEAN/moss,1,Интернет магазин,Брюки,3,Брюки OCEAN (44),cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/moss,1,1598,1,0,0,1568,https://lubanikishina.com/catalog/bryuki/bryuki_ocean/,,—,cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
14000,https://lubanikishina.com/upload/iblock/e1c/trratyzj7fzb26gbp56we8nz6zpftrj2.jpg,Брюки OCEAN,TR/OCEAN/moss,1,Интернет магазин,Брюки,3,Брюки OCEAN (46),cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,TR/OCEAN/moss,1,1599,1,0,0,1568,https://lubanikishina.com/catalog/bryuki/bryuki_ocean/,,—,cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; cbb59be5-1758-11ef-8e0e-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/ae7/nff5s6o6isp8onsympyohlwtzygp5gga.jpg,Брюки OFFICE,TR/OFFICE/grey/strip,1,Интернет магазин,Брюки,2,Брюки OFFICE (40),188371e5-7ca7-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/grey/strip,2,2089,1,0,0,2085,https://lubanikishina.com/catalog/bryuki/bryuki_office_3/,,—,188371e5-7ca7-11ef-8e10-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/944/9lcekgm1bf77fqoqqlri2thh16a3xlne.jpg,Брюки OFFICE,TR/OFFICE/lblue,1,Интернет магазин,Брюки,2,Брюки OFFICE (42),42ab07d7-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/lblue,2,1660,1,0,0,1643,https://lubanikishina.com/catalog/bryuki/bryuki_office_2/,Собственное производство,—,42ab07d7-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/c14/y561yf173b5l2h3v5uxds0wfpq1fn78k.jpg,Брюки OFFICE,TR/OFFICE/blue,1,Интернет магазин,Брюки,5,Брюки OFFICE (40),42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/blue,0,1657,1,0,0,1642,https://lubanikishina.com/catalog/bryuki/bryuki_office_1/,,—,42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/c14/y561yf173b5l2h3v5uxds0wfpq1fn78k.jpg,Брюки OFFICE,TR/OFFICE/blue,1,Интернет магазин,Брюки,5,Брюки OFFICE (42),42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/blue,5,1658,1,0,0,1642,https://lubanikishina.com/catalog/bryuki/bryuki_office_1/,,—,42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/c14/y561yf173b5l2h3v5uxds0wfpq1fn78k.jpg,Брюки OFFICE,TR/OFFICE/blue,1,Интернет магазин,Брюки,5,Брюки OFFICE (44),42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/blue,0,1659,1,0,0,1642,https://lubanikishina.com/catalog/bryuki/bryuki_office_1/,,—,42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d6-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/357/7yyzn3ddjx1t5io6244566d2xiecftem.jpg,Брюки OFFICE,TR/OFFICE/black/strip,1,Интернет магазин,Брюки,4,Брюки OFFICE (40),42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/black/strip,2,1654,1,0,0,1641,https://lubanikishina.com/catalog/bryuki/bryuki_office/,,—,42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/357/7yyzn3ddjx1t5io6244566d2xiecftem.jpg,Брюки OFFICE,TR/OFFICE/black/strip,1,Интернет магазин,Брюки,4,Брюки OFFICE (42),42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/black/strip,2,1655,1,0,0,1641,https://lubanikishina.com/catalog/bryuki/bryuki_office/,,—,42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
27000,https://lubanikishina.com/upload/iblock/357/7yyzn3ddjx1t5io6244566d2xiecftem.jpg,Брюки OFFICE,TR/OFFICE/black/strip,1,Интернет магазин,Брюки,4,Брюки OFFICE (44),42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/OFFICE/black/strip,0,1656,1,0,0,1641,https://lubanikishina.com/catalog/bryuki/bryuki_office/,,—,42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 42ab07d5-00a5-11ef-8e0e-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
28000,https://lubanikishina.com/upload/iblock/5e9/08c1o54kz19cjyeqogpyia5hlgqftvoy.jpg,Брюки RONA,TR/RONA/si/black,1,Интернет магазин,Брюки,2,Брюки RONA (40),41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TR/RONA/si/black,1,2992,1,0,0,2991,https://lubanikishina.com/catalog/bryuki/bryuki_rona_1/,,—,41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
28000,https://lubanikishina.com/upload/iblock/5e9/08c1o54kz19cjyeqogpyia5hlgqftvoy.jpg,Брюки RONA,TR/RONA/si/black,1,Интернет магазин,Брюки,2,Брюки RONA (42),41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TR/RONA/si/black,1,2993,1,0,0,2991,https://lubanikishina.com/catalog/bryuki/bryuki_rona_1/,,—,41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
28000,https://lubanikishina.com/upload/iblock/5e9/08c1o54kz19cjyeqogpyia5hlgqftvoy.jpg,Брюки RONA,TR/RONA/si/black,1,Интернет магазин,Брюки,2,Брюки RONA (44),41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TR/RONA/si/black,0,2994,1,0,0,2991,https://lubanikishina.com/catalog/bryuki/bryuki_rona_1/,,—,41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
28000,https://lubanikishina.com/upload/iblock/5e9/08c1o54kz19cjyeqogpyia5hlgqftvoy.jpg,Брюки RONA,TR/RONA/si/black,1,Интернет магазин,Брюки,2,Брюки RONA (46),41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd,—,TR/RONA/si/black,0,2995,1,0,0,2991,https://lubanikishina.com/catalog/bryuki/bryuki_rona_1/,,—,41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 41a24b38-c294-11ef-8e17-005056b6c1cd#f72cc21a-e140-11ee-8e0e-005056b6c1cd
18900,https://lubanikishina.com/upload/iblock/98e/f53iyybp1ld1jr9h3n4t3b6x7mt2gh68.jpg,Варежки ASKENT х LUDA NIKISHINA,MIT/COL/np-tc/d-taupe,1,Интернет магазин,Перчатки и варежки,5,Варежки ASKENT х LUDA NIKISHINA  (Onesize),4244586b-c61c-11f0-a138-005056b6f117#f0998f7f-960e-11f0-a137-005056b6f117,—,MIT/COL/np-tc/d-taupe,5,3001,1,0,0,3000,https://lubanikishina.com/catalog/perchatki_i_varezhki/varezhki_askent_kh_luda_nikishina_/,,—,4244586b-c61c-11f0-a138-005056b6f117#f0998f7f-960e-11f0-a137-005056b6f117
9500,https://lubanikishina.com/upload/iblock/f2a/g1omf3rii6uez4qw1lrhqehrhm0gxy9p.jpg,Водолазка LINE,KN/TN/LINE/brown,1,Интернет магазин,Трикотаж,9,Водолазка LINE (XS-S),c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd,—,KN/TN/LINE/brown,2,1564,1,0,0,1563,https://lubanikishina.com/catalog/trikotazh/vodolazka_line/,,—,c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd; c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd
9500,https://lubanikishina.com/upload/iblock/f2a/g1omf3rii6uez4qw1lrhqehrhm0gxy9p.jpg,Водолазка LINE,KN/TN/LINE/brown,1,Интернет магазин,Трикотаж,9,Водолазка LINE (M-L),c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd,—,KN/TN/LINE/brown,7,1565,1,0,0,1563,https://lubanikishina.com/catalog/trikotazh/vodolazka_line/,,—,c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff603-10ff-11ef-8e0e-005056b6c1cd; c4bd8b78-02e2-11ef-8e0e-005056b6c1cd#636ff604-10ff-11ef-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/f8f/2v85ycfist4qr2i1z90j9ckdojs2apy3.jpg,Водолазка RIFF,TN/RIFF/white,1,Интернет магазин,Трикотаж,8,Водолазка RIFF (40),51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/white,2,2338,1,0,0,2337,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_2/,,—,51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/f8f/2v85ycfist4qr2i1z90j9ckdojs2apy3.jpg,Водолазка RIFF,TN/RIFF/white,1,Интернет магазин,Трикотаж,8,Водолазка RIFF (42),51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/white,3,2339,1,0,0,2337,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_2/,,—,51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/f8f/2v85ycfist4qr2i1z90j9ckdojs2apy3.jpg,Водолазка RIFF,TN/RIFF/white,1,Интернет магазин,Трикотаж,8,Водолазка RIFF (44),51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/white,3,2340,1,0,0,2337,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_2/,,—,51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1aa-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/bc7/wcfgw2matvrzcb52htf7jk5w02ixsc2w.jpg,Водолазка RIFF,TN/RIFF/black,1,Интернет магазин,Трикотаж,13,Водолазка RIFF (40),51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/black,4,2215,1,0,0,2211,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_1/,,—,51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/bc7/wcfgw2matvrzcb52htf7jk5w02ixsc2w.jpg,Водолазка RIFF,TN/RIFF/black,1,Интернет магазин,Трикотаж,13,Водолазка RIFF (42),51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/black,3,2216,1,0,0,2211,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_1/,,—,51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/bc7/wcfgw2matvrzcb52htf7jk5w02ixsc2w.jpg,Водолазка RIFF,TN/RIFF/black,1,Интернет магазин,Трикотаж,13,Водолазка RIFF (44),51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,TN/RIFF/black,6,2217,1,0,0,2211,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff_1/,,—,51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1a9-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/433/vx3vzorl05ym55pwqu3psixdaadnc58x.jpg,Водолазка RIFF,LV/RIFF/brown,1,Интернет магазин,Трикотаж,3,Водолазка RIFF (42),51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd,—,LV/RIFF/brown,0,2138,1,0,0,2133,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff/,,—,51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
12000,https://lubanikishina.com/upload/iblock/433/vx3vzorl05ym55pwqu3psixdaadnc58x.jpg,Водолазка RIFF,LV/RIFF/brown,1,Интернет магазин,Трикотаж,3,Водолазка RIFF (44),51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd,—,LV/RIFF/brown,1,2144,1,0,0,2133,https://lubanikishina.com/catalog/trikotazh/vodolazka_riff/,,—,51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc218-e140-11ee-8e0e-005056b6c1cd; 51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc219-e140-11ee-8e0e-005056b6c1cd; 51ccb1a8-b14c-11ef-8e11-005056b6c1cd#f72cc217-e140-11ee-8e0e-005056b6c1cd
